id,word,meaning1,meaning2,meaning3,level
7119,somersault,takla,takla atmak,çarpma,C1
7120,exhilarate,neşe vermek,canlandırmak,coşturmak,C1
7121,exhilarating,neşe verici,heyecan verici,canlandırıcı,C1
7122,exhilaration,neşe,coşku,ferahlık,C1
7123,physicality,fiziksellik,bedensellik,maddilik,C1
7124,hack,bilgisayara sızmak,kesmek,taksici,C1
7125,lust,şehvet,tutku,arzulamak,C1
7126,unscathing,hasarsız,zarar görmemiş,sağ salim,C1
7127,scathing,iğneleyici,keskin,tahripkar,C1
7128,turmoil,kargaşa,bunalım,karmaşa,C1
7129,debut,ilk çıkış,sahneye çıkış,ilk kez görünmek,C1
7130,folktale,halk masalı,efsane,halk öyküsü,C1
7131,sprout,filizlenmek,çıkmak,filiz,C1
7132,hypocrisy,iki yüzlülük,münafıklık,riyakarlık,C1
7133,hypocrite,iki yüzlü,münafık,riyakar,C1
7134,hypocritical,iki yüzlü,samimiyetsiz,riyakar,C1
7135,hypocritically,iki yüzlüce,samimiyetsizce,riyakarca,C1
7136,midwife,ebe,doğurtman,ebe kadir,C1
7137,commercially,ticari olarak,ticareten,ekonomik yönden,C1
7138,uniformity,tekdüzelik,aynılık,tek biçimlilik,C1
7139,numb,uyuşmuş,hissizleşmiş,uyuşturmak,C1
7140,tastebud,tat tomurcuğu,tat alıcı,damak zevki,C1
7141,amateur,amatör,hevesli,acemi,C1
7142,unsettling,rahatsız edici,endişe verici,huzursuz edici,C1
7143,retrace,izini sürmek,geri dönmek,yeniden çizmek,C1
7144,insubordinate,itaatsiz,baş kaldıran,asi,C1
7145,insubordination,itaatsizlik,isyan,baş kaldırma,C1
7146,insubordinately,itaatsizce,asi bir şekilde,baş kaldırarak,C1
7147,subordinate,ast,bağımlı,ikincil,C1
7148,primitively,ilkel olarak,iptidaen,eski usul,C1
7149,embark,girişmek,gemiye binmek,başlamak,C1
7150,expedite,hızlandırmak,çabuklaştırmak,kolaylaştırmak,C1
7151,contextual,bağlamsal,içeriksel,metinsel,C1
7152,contextually,bağlamsal olarak,içeriksel biçimde,bağlama göre,C1
7153,whilst,iken,-ken,esnada,C1
7154,maneuver/manoeuvre,maddesel manevra,taktik,oyun,C1
7155,riveting,ilgi çekici,büyüleyici,sürükleyici,C1
7156,plunge,dalış,düşüş,atılmak,C1
7157,tract,arazi,sistem,broşür,C1
7158,unsettle,huzursuz etmek,endişelendirmek,şaşırtmak,C1
7159,suburbia,banliyöler,banliyö hayatı,şehir dışı,C1
7160,remorse,pişmanlık,vicdan azabı,suçluluk,C1
7161,remorseless,acımasız,pişmanlık duymayan,merhametsiz,C1
7162,remorsefully,pişmanlıkla,vicdan azabıyla,üzüntüyle,C1
7163,remorselessly,acımasızca,merhametsizce,durmaksızın,C1
7164,inexcusable,bağışlanmaz,mazeretsiz,affedilmez,C1
7165,inexcusably,bağışlanmaz biçimde,affedilmez şekilde,savunulamaz olarak,C1
7166,unassisted,yardsız,desteksiz,tek başına,C1
7167,heighten,arttırmak,yükseltmek,şiddetlendirmek,C1
7168,fixture,demirbaş,sabit eşya,maç tarihi,C1
7169,bulk,hacim,büyük kısım,iri yapı,C1
7170,bulky,hacimli,kaba,büyük,C1
7171,bulk up,kas yapmak,iri yarılaşmak,hacmini arttırmak,C1
7172,digitalize/digitalise,sayısallaştırmak,dijitalleştirmek,bilgisayar ortamına aktarmak,C1
7173,digitalization/digitalisation,sayısallaştırma,dijitalleşme,bilişimsel dönüşüm,C1
7174,mark-up,kâr payı,fiyat artışı,zam,C1
7175,complementary,tamamlayıcı,bütünleyici,tümleyen,C1
7176,complimentary,övgü dolu,ücretsiz,hediye,C1
7177,staple,temel gıda,zımba teli,ana ürün,C1
7178,wares,eşyalar,ürünler,ticaret malları,C1
7179,testament,kanıt,vasiyet,gösterge,C1
7180,succulently,sulu şekilde,lezzetli biçimde,özlüce,C1
7181,tranquil,sakin,huzurlu,dingin,C1
7182,tranquility,huzur,sükunet,dinginlik,C1
7183,spartan,çileci,sade,katı disiplinli,C1
7184,peninsula,yarımada,kara çıkıntısı,coğrafi burun,C1
7185,billiards,bilardo,bilardo oyunu,masa sporu,C1
7186,cessation,kesilme,durma,son bulma,C1
7187,salivate,ağzı sulanmak,tükürük salgılamak,imrenmek,C1
7188,neutralization/neutralisation,etkisizleştirme,nötralizasyon,tarafsızlaştırma,C1
7189,neutralize/neutralise,etkisizleştirmek,nötrlemek,tarafsız kılmak,C1
7190,dramatist,oyun yazarı,dramaturg,tiyatro yazarı,C1
7191,characterization/characterisation,karakterizasyon,kişiselleştirme,niteleme,C1
7192,quirky,ilginç,tuhaf,sıra dışı,C1
7193,sprawl,yayılma,gelişigüzel uzanma,beton yığını,C1
7194,ingenuity,deha,yaratıcılık,ustalık,C1
7195,panorama,panoroma,genel görünüm,açık manzaralar,C1
7196,panoramic,panoramik,geniş açılı,uçsuz bucaksız,C1
7197,benign,iyi huylu,zararsız,nazik,C1
7198,benignly,zararsızca,iyi niyetle,şefkatle,C1
7199,explosively,patlayıcı bir şekilde,hızla artarak,şiddetli biçimde,C1
7200,bequeath,miras bırakmak,vasiyet etmek,aktarmak,C1
7201,legacy,miras,kalan,eser,C1
7202,synthetic,sentetik,yapay,suni,C1
7203,suburban,banliyö,şehir dışı,kenar mahalle,C1
7204,synthetically,sentetik olarak,yapay yoldan,sunaten,C1
7205,elastic,elastik,esnek,yaylı,C1
7206,appall/appal,dehşete düşürmek,korkutmak,ürkütmek,C1
7207,appalling,korkunç,dehşet verici,berbat,C1
7208,appallingly,korkunç bir şekilde,berbat derecede,dehşet verici,C1
7209,pounce,atılmak,üzerine atlamak,pençe atmak,C1
7210,abound,bol olmak,taşmak,kaynamak,C1
7211,sap,öz,bitki öz suyu,gücünü tüketmek,C1
7212,monotonous,tekdüze,monoton,sıkıcı,C1
7213,monotonously,tekdüze şekilde,monoton biçimde,sıkıcı bir şekilde,C1
7214,monotony,tekdüzelik,monotonluk,durağanlık,C1
7215,turn to,başvurmak,dönüşmek,yardım istemek,C1
7216,ingenious,dâhiyane,zeki,ustaca,C1
7217,plaque,plaket,plak,diş taşı,C1
7218,lackluster/lacklustre,solgun,donuk,cansız,C1
7219,seedling,fide,fidan,tohum fidesi,C1
7220,orchard,meyve bahçesi,bahçe,meyvelik,C1
7221,graft,aşı,aşılamak,rüşvet,C1
7222,temperamentally,mizaç olarak,huysuzca,yapı olarak,C1
7223,screenplay,senaryo,film metni,oyun metni,C1
7224,disillusionment,hayal kırıklığı,büyünün bozulması,gerçeği anlama,C1
7225,demise,ölüm,son,tahttan inme,C1
7226,raunchy,müstehcen,açık saçık,şehvetli,C1
7227,raunchily,müstehcen bir şekilde,açık saçık biçimde,şehvetle,C1
7228,overdraft,kredili mevduat,hesap aşımı,borçlu bakiye,C1
7229,synopsis,özet,konu özeti,muhtıra,C1
7230,renown,şan,şöhret,ün,C1
7231,contested,çekişmeli,itiraz edilmiş,tartışmalı,C1
7232,verandah,veranda,çardak,eyvan,C1
7233,occupational,mesleki,işle ilgili,peşin,C1
7234,verdict,karar,hüküm,jüri kararı,C1
7235,ventilate,havalandırmak,nefeslendirmek,ifade etmek,C1
7236,ventilation,havalandırma,teneffüs,hava değişimi,C1
7237,occupant,kiracı,sakin,oturan,C1
7238,radiator,radyatör,kalorifer,petek,C1
7239,homely,sıcakkanlı,sade,çirkin yüzlü,C1
7240,bureaucratic,bürokratik,kırtasiyeci,resmi,C1
7241,bureaucratically,bürokratik olarak,kırtasiyecilikle,resmi yoldan,C1
7242,adjustable,ayarlanabilir,ayarlanır,tertibatlı,C1
7243,fatigue,yorgunluk,bitkinlik,yıpranma,C1
7244,muscular,kaslı,adale,güçlü,C1
7245,versatile,çok yönlü,marifetli,değişken,C1
7246,versatility,çok yönlülük,marifet,beceriklilik,C1
7247,stimuli,uyarıcılar,teşvikler,uyarılar,C1
7248,temperamental,huysuz,mizaçsal,değişken,C1
7249,temperament,mizaç,huy,yaradılış,C1
7250,gypsy,çingene,çingene kızı,göçebe,C1
7251,transfix,mıhlamak,büyülemek,sabitlemek,C1
7252,proliferate,çoğalmak,yaygınlaşmak,artmak,C1
7253,fragmentation,parçalanma,bölünme,ufalanma,C1
7254,astray,sapmış,kaybolmuş,yoldan çıkmış,C1
7255,duration,süre,müddet,devam,C1
7256,durable,dayanıklı,sağlam,kalıcı,C1
7257,likelihood,olasılık,ihtimal,mümkünlük,C1
7258,naive,saf,deneyimsiz,toy,C1
7259,naively,safça,toylukla,anahatlarıyla,C1
7260,naivety,saflık,toyluk,tecrübesizlik,C1
7261,impervious,geçirmez,etkilenmez,dayanıklı,C1
7262,ludicrous,gülünç,saçma,mantıksız,C1
7263,ludicrously,gülünç bir şekilde,saçma bir biçimde,aşırı derecede,C1
7264,uninspiring,ilham vermeyen,sıkıcı,tekdüze,C1
7265,cost-effective,maliyet etkin,ekonomik,uygun fiyatlı,C1
7266,gruesomely,korkunç bir şekilde,vahşice,ürpertici şekilde,C1
7267,envisage,tasavvur etmek,öngörmek,göz önüne getirmek,C1
7268,screenwriter,senarist,senaryo yazarı,film yazarı,C1
7269,mingle,karışmak,kaynaşmak,sosyalleşmek,C1
7270,churn,yayık,çalkalamak,kalkışmak,C1
7271,buffer,tampon,koruyucu,ara bellek,C1
7272,irate,öfkeli,kızgın,gazaplı,C1
7273,irately,öfkeyle,kızgınlıkla,köpürerek,C1
7274,docile,uslu,itaatkar,baş eğen,C1
7275,docilely,uslu uslu,itaatkarca,sessizce,C1
7276,fiend,canavar,şeytan,manyak,C1
7277,fiendish,şeytani,korkunç,zor,C1
7278,fiendishly,şeytanca,korkunç derecede,ustalıkla,C1
7279,gruesome,korkunç,kanlı,vahşi,C1
7280,mutually,karşılıklı,müştereken,ortaklaşa,C1
7281,somber/sombre,karanlık,gamlı,ciddi,C1
7282,somberly/sombrely,karanlık bir şekilde,hüzünle,ciddiyetle,C1
7283,terrain,arazi,zemin,bölge,C1
7284,resilient,dirençli,esnek,dayanıklı,C1
7285,resilience,direnç,dayanıklılık,esneklik,C1
7286,enterprising,girişimci,atılımcı,girişken,C1
7287,integral,ayrılmaz,bütünleyici,temel,C1
7288,canoe,kano,küçük kayık,kano ile gezmek,C1
7289,magnetic,manyetik,mıknatıslı,çekici,C1
7290,magnetism,manyetizma,mıknatıslık,çekicilik,C1
7291,magnetically,manyetik olarak,mıknatısla,çekici bir şekilde,C1
7292,credible,inanılır,güvenilir,makul,C1
7293,credibly,inanılır şekilde,güvenle,makul bir biçimde,C1
7294,credibility,güvenilirlik,inandırıcılık,itibar,C1
7295,credential,nitelik,referans,belge,C1
7296,charter,şaheser,imtiyazname,kiralama,C1
7297,acutely,şiddetle,keskin bir şekilde,derinden,C1
7298,prohibitively,aşırı,yasaklayıcı düzeyde,pahalı bir şekilde,C1
7299,fissure,çatlak,yarık,açıklık,C1
7300,pendulous,sallanan,sarkan,salınan,C1
7301,suspension,askıya alma,uzaklaştırma,geciktirme,C1
7302,anthropology,antropoloji,insan bilimi,beşeri bilim,C1
7303,anthropologist,antropolog,insan bilimci,kıtalar araştırmacısı,C1
7304,squander,savurmak,israf etmek,boşuna harcamak,C1
7305,munch,hapur hupur yemek,ağzını şapırdatmak,gırtlaklamak,C1
7306,adjoin,bitişik olmak,sınırdaş olmak,komşu olmak,C1
7307,adjoining,bitişik,komşu,yandaki,C1
7308,wizened,buruşuk,kurumuş,kırışmış,C1
7309,prohibitive,fahiş,yasaklayıcı,önleyici,C1
7310,prolific,üretken,verimli,bereketli,C1
7311,itinerary,seyahat programı,gezi rehberi,güzergah,C1
7312,clutter,dağınıklık,karmaşa,gereksiz eşya,C1
7313,dislodge,yerinden etmek,sökmek,çıkarmak,C1
7314,carpenter,marangoz,keresteci,doğramacı,C1
7315,carpentry,marangozluk,ahşap işçiliği,doğramacılık,C1
7316,transit,transit,geçiş,ulaşım,C1
7317,plummet,düşmek,çakılmak,hızla düşüş,C1
7318,circulate,dolaşmak,yayılmak,devretmek,C1
7319,circulation,dolaşım,tiraj,yayılım,C1
7320,demography,demografi,nüfus bilimi,toplum bilimi,C1
7321,demographic,demografik,nüfusbilimsel,nüfusla ilgili,C1
7322,demographically,demografik olarak,nüfus yapısıyla,toplumsal açıdan,C1
7323,phenomenal,fevkalade,olağanüstü,olgusal,C1
7324,coupled,birleştirilmiş,eşleştirilmiş,bağlı,C1
7325,phenomenally,olağanüstü şekilde,inanılmaz derecede,fevkalade biçimde,C1
7326,prophetic,kehanetle ilgili,peygamberane,geleceği bildiren,C1
7327,paywall,ödeme duvarı,ücretli erişim,abone sınırı,C1
7328,firewall,güvenlik duvarı,yangın duvarı,koruma katmanı,C1
7329,invoice,fatura,hesap özeti,fatura kesmek,C1
7330,demolition,yıkım,parçalama,imha,C1
7331,demo,demo,tanıtım,gösterim,C1
7332,gig,konser,küçük iş,sahne görevi,C1
7333,socialization,sosyalleşme,toplumsallaşma,kamulaştırma,C1
7334,antiquity,antik çağ,eski eser,kadimlik,C1
7335,antiquated,köhnemiş,eski kalmış,modası geçmiş,C1
7336,restoration,restorasyon,onarım,eski haline getirme,C1
7337,restorative,onarıcı,canlandırıcı,şifalı,C1
7338,rotate,dönmek,döndürmek,nöbetleşe yapmak,C1
7339,prophet,peygamber,nebi,kehanetçi,C1
7340,conditionally,şartlı olarak,koşullu biçimde,bağlı olarak,C1
7341,collaboration,iş birliği,ortak çalışma,müşterek faaliyet,C1
7342,collaborative,ortaklaşa,iş birliğine dayalı,müşterek,C1
7343,showy,gösterişli,albeni,caka satar,C1
7344,wrangle,tartışma,ağız dalaşı,kavga etmek,C1
7345,premise,öncül,varsayım,bina ve arsa,C1
7346,advantageous,avantajlı,karlı,yararlı,C1
7347,parasite,parazit,asalak,vampir,C1
7348,fanciful,hayali,ütopik,tuhaf,C1
7349,poise,duruş,denge,soğukkanlılık,C1
7350,customary,adet olan,alışılmış,geleneksel,C1
7351,insightful,anlamlı,kavrayışlı,bilgili,C1
7352,notable,kayda değer,önemli,göze çarpan,C1
7353,vicious,acımasız,kötü niyetli,şiddetli,C1
7354,viciously,acımadan,şiddetle,kötü niyetle,C1
7355,withdrawn,içe dönük,çekingen,uzaklaşmış,C1
7356,torturous,eziyetli,işkence gibi,çok sancılı,C1
7357,depict,tasvir etmek,betimlemek,resmetmek,C1
7358,depiction,tasvir,betimleme,anlatım,C1
7359,upheaval,kargaşa,alt üst oluş,isyan,C1
7360,shortlist,aday listesi,seçilmişler listesi,dar liste,C1
7361,uneventful,olaysız,sıradan,sakince geçen,C1
7362,pertinent,konuyla ilgili,yerinde,uygun,C1
7363,pertain to,ait olmak,ilgilendirmek,ilişkili olmak,C1
7364,daydream,gündüz düşü,hayal kurmak,dala dalmak,C1
7365,protagonist,baş karakter,kahraman,başrol,C1
7366,collaborator,işbirlikçi,ortak,yardımcı,C1
7367,collaborate,işbirliği yapmak,ortaklık etmek,birlikte çalışmak,C1
7368,oblige,zorunda bırakmak,mecbur etmek,iyilik yapmak,C1
7369,appliance,ev aleti,cihaz,alet,C1
7370,relinquish,vazgeçmek,bırakmak,devretmek,C1
7371,tedious,usanç verici,sıkıcı,tekdüze,C1
7372,tedium,can sıkıntısı,usanç,tekdüzelik,C1
7373,exert,çaba göstermek,uygulamak,güç kullanmak,C1
7374,extortion,şantaj,haraç,zorla alma,C1
7375,alleviate,hafifletmek,azaltmak,dindirmek,C1
7376,elaborate,ayrıntılı,özenli,açıklamak,C1
7377,elaboration,ayrıntılı açıklama,detaylandırma,özenli çalışma,C1
7378,detest,nefret etmek,iğrenmek,tiksinmek,C1
7379,detestable,iğrenç,nefret edilesi,berbat,C1
7380,suds,köpük,sabun köpüğü,bira,C1
7381,agreeable,hoş,uyumlu,kabul edilebilir,C1
7382,simplicity,sadelik,basitlik,yalınlık,C1
7383,prowl,avlanmak için dolaşmak,pusuya yatmak,sessizce gezinmek,C1
7384,speculation,tahmin,spekülasyon,varsayım,C1
7385,speculative,tahsile dayalı,spekülatif,varsayımsal,C1
7386,peacock,tavus kuşu,kibirli kimse,gösterişçi,C1
7387,disdain,küçümseme,tenezzül etmeme,hor görmek,C1
7388,reenact,yeniden canlandırmak,tekrar sahnelemek,uygulamak,C1
7389,torment,eziyet,işkence,azap,C1
7390,extravagance,savurganlık,aşırılık,gösteriş,C1
7391,exploitation,sömürü,kullanma,istismar,C1
7392,mechanism,mekanizma,düzen,yöntem,C1
7393,hence,bu yüzden,bundan dolayı,dolayısıyla,C1
7394,offspring,çocuk,evlat,yavru,C1
7395,speculate,tahminde bulunmak,spekülasyon yapmak,kafa yormak,C1
7396,unmanageable,baş Edilemez,kontrolsüz,yönetilemez,C1
7397,blockbuster,gişe rekoru kıran,çok satan film,büyük başarı,C1
7398,sequel,devam filmi,devam niteliğinde,netice,C1
7399,clan,klan,boy,aşiret,C1
7400,privileged,ayrıcalıklı,imtiyazlı,şanslı,C1
7401,crumble,ufalanmak,dağılmak,yıkılmak,C1
7402,crumb,kırıntı,ufant,küçücük parça,C1
7403,closeness,yakınlık,samimiyet,sıkılık,C1
7404,rarity,nadirat,seyreklik,ender şey,C1
7405,evoke,çağrıştırmak,uyandırmak,hatırlatmak,C1
7406,repel,itmek,kovmak,tiksindirmek,C1
7407,repellant,itici,kovucu,tiksindirici,C1
7408,aqua,su yeşili,açık mavi,su,C1
7409,aquarium,akvaryum,su parkı,balık sergisi,C1
7410,insightfully,anlayışlı bir şekilde,ferasetle,kavrayışla,C1
7411,flashback,geriye dönüş,anı,eski sahne,C1
7412,self-worth,özsaygı,özdeğer,kendi kıymeti,C1
7413,agonize,kıvranmak,azap çekmek,çırpınmak,C1
7414,cite,atıfta bulunmak,alıntı yapmak,göstermek,C1
7415,citation,alıntı,atıf,mahkemeye çağrı,C1
7416,ecstatically,coşkuyla,vecd ile,büyük bir sevinçle,C1
7417,pleasurable,keyifli,hoş,zevkli,C1
7418,substantially,önemli ölçüde,büyük oranda,esasen,C1
7419,ruthlessness,acımasızlık,merhametsizlik,katılık,C1
7420,ruthless,acımasız,merhametsiz,amansız,C1
7421,methodical,metotlu,düzenli,sistemli,C1
7422,dismay,korku,ümitsizlik,şok,C1
7423,irony,ironi,alay,terslik,C1
7424,acidic,asitli,ekşi,asidik,C1
7425,align,hizalamak,sıraya koymak,saf tutmak,C1
7426,alignment,hizalama,aynı hiza,ittifak,C1
7427,manipulation,manipülasyon,yönlendirme,oyun,C1
7428,suitor,talip,nişanlı adayı,davacı,C1
7429,deceit,aldatma,hile,düzen,C1
7430,alienate,uzaklaştırmak,soğutmak,yabancılaştırmak,C1
7431,persuasively,ikna edici şekilde,inandırıcı biçimde,akılcelici,C1
7432,confinement,hapis,kapama,tecrit,C1
7433,minutiae,teferruat,ayrıntılar,ufak detaylar,C1
7434,peasant,köylü,ırgat,çiftçi,C1
7435,inexplicable,açıklanamaz,anlaşılamaz,muamma,C1
7436,resonate,yankılanmak,tıngırdamak,etki yaratmak,C1
7437,inexplicably,açıklanamaz şekilde,sebebiyetsiz,anlamsızca,C1
7438,harass,taciz etmek,bunalmak,rahatsız etmek,C1
7439,harassment,taciz,rahatsız etme,sataşma,C1
7440,believably,inanılır şekilde,muhtemelen,akla yatkın,C1
7441,readable,okunabilir,akıcı,anlaşılır,C1
7442,cleverness,zekilik,kurnazlık,uyanıklık,C1
7443,persecute,zulmetmek,rahat vermemek,kovuşturmak,C1
7444,persecution,zulüm,eziyet,baskı,C1
7445,smug,kendini beğenmiş,kendinden emin,kasıntılı,C1
7446,smugly,kibirle,kendini beğenmişçe,havalı bir şekilde,C1
7447,ferocious,vahşi,şiddetli,gaddar,C1
7448,ferociously,vahşice,şiddetle,gaddarlıkla,C1
7449,hostile,düşmanca,muhalif,elverişsiz,C1
7450,hostility,düşmanlık,husumet,saldırganlık,C1
7451,pigeon,güvercin,saf kimse,posta güvercini,C1
7452,placidly,sakin bir şekilde,durulukla,huysuzluk etmeden,C1
7453,placid,sakin,dingin,uysal,C1
7454,ornamental,süs,dekoratif,süsleyici,C1
7455,assertion,iddia,sav,ileri sürme,C1
7456,individuality,bireysellik,şahsiyet,kendine haslık,C1
7457,psyche,ruh,tin,psişe,C1
7458,conformity,uyum,uygunluk,itaat,C1
7459,unconventional,alışılagelmemiş,sıradışı,geleneksel olmayan,C1
7460,congregate,toplanmak,kümelenmek,bir araya gelmek,C1
7461,resent,alınmak,gücenmek,hazmedememek,C1
7462,self-conscious,çekingen,özbilinçli,kasılan,C1
7463,wary,ihtiyatlı,temkinli,şüpheci,C1
7464,stoke,körüklemek,ateşlemek,soba yakmak,C1
7465,dynamically,dinamik olarak,etkin bir şekilde,canlıca,C1
7466,hostess,kadın ev sahibi,hostes,sunucu,C1
7467,perpetuate,yaşatmak,devam ettirmek,kalıcı kılmak,C1
7468,naturalness,doğallık,katışıksızlık,yapmacıksızlık,C1
7469,exhibitionist,gösterişçi,teşhircilik yanlısı,ilgi odağı meraklısı,C1
7470,isolate,izole etmek,ayırmak,soyutlamak,C1
7471,isolated,izole,yalnız,uçra,C1
7472,refreshingly,ferahlatıcı bir şekilde,tazelik veren,hoş bir biçimde,C1
7473,effortless,zahmetsiz,kolay,çabasız,C1
7474,vegetation,bitki örtüsü,nebatat,vegetasyon,C1
7475,respite,teneffüs,mola,ara,C1
7476,suffice,yetecek,kâfi gelmek,kâfi olmak,C1
7477,purity,saflık,temizlik,katışıksızlık,C1
7478,gruelling,yorucu,yıpratıcı,zahmetli,C1
7479,compulsion,zorunluluk,mecburiyet,dürtü,C1
7480,compel,zorlamak,mecbur etmek,icbar etmek,C1
7481,conditional,koşullu,şarta bağlı,bağlı,C1
7482,exterior,dış,dış cephe,harici,C1
7483,cloak,pelerin,cüppe,örtü,C1
7484,timid,çekingen,korkak,ürkek,C1
7485,reluctantly,istemeye istemeye,gönülsüzce,tepesi atarak,C1
7486,concur,aynı fikirde olmak,uzlaşmak,mutabık kalmak,C1
7487,avid,hevesli,hırslı,düşkün,C1
7488,marvel,harika,mucize,hayret etmek,C1
7489,organizational,örgütsel,kurumsal,teşkilatsal,C1
7490,psychiatrist,psikiyatrist,ruh doktoru,psikiyatr,C1
7491,psychiatric,psikiyatrik,ruhsal,akli,C1
7492,clinical,klinik,hastane,soğuk,C1
7493,corps,kolordu,birlik,meslek grubu,C1
7494,juvenile,çocuk,ergen,küçük,C1
7495,jurisdiction,yargı yetkisi,yetki alanı,kapsam,C1
7496,accustomed,alışkın,alışılmış,vukuflu,C1
7497,trauma,travma,sarsıntı,yaralanma,C1
7498,traumatic,travmatik,sarsıcı,inciitici,C1
7499,constraint,kısıtlama,baskı,zorunluluk,C1
7500,revealing,açığa vuran,açık saçık,ipucu veren,C1
7501,eccentric,sıra dışı,kaçık,merkez dışı,C1
7502,sanctity,kutsallık,dokunulmazlık,azizlik,C1
7503,conform,uymak,itaat etmek,bağlı kalmak,C1
7504,norms,normlar,kurallar,değerler,C1
7505,quirk,tuhaflık,kapris,tesadüf,C1
